"solution_name","connector_id","table_name"
"CrowdStrike Falcon Endpoint Protection","CrowdStrikeFalconAdversaryIntelligence","ThreatIntelIndicators"
"CrowdStrike Falcon Endpoint Protection","CrowdStrikeFalconEndpointProtection","CommonSecurityLog"
"CrowdStrike Falcon Endpoint Protection","CrowdStrikeFalconEndpointProtectionAma","CommonSecurityLog"
"CrowdStrike Falcon Endpoint Protection","CrowdStrikeFalconS3CCPDefinition","CrowdStrike_Additional_Events_CL"
"CrowdStrike Falcon Endpoint Protection","CrowdStrikeFalconS3CCPDefinition","CrowdStrike_Audit_Events_CL"
"CrowdStrike Falcon Endpoint Protection","CrowdStrikeFalconS3CCPDefinition","CrowdStrike_Auth_Events_CL"
"CrowdStrike Falcon Endpoint Protection","CrowdStrikeFalconS3CCPDefinition","CrowdStrike_DNS_Events_CL"
"CrowdStrike Falcon Endpoint Protection","CrowdStrikeFalconS3CCPDefinition","CrowdStrike_File_Events_CL"
"CrowdStrike Falcon Endpoint Protection","CrowdStrikeFalconS3CCPDefinition","CrowdStrike_Network_Events_CL"
"CrowdStrike Falcon Endpoint Protection","CrowdStrikeFalconS3CCPDefinition","CrowdStrike_Process_Events_CL"
"CrowdStrike Falcon Endpoint Protection","CrowdStrikeFalconS3CCPDefinition","CrowdStrike_Registry_Events_CL"
"CrowdStrike Falcon Endpoint Protection","CrowdStrikeFalconS3CCPDefinition","CrowdStrike_Secondary_Data_CL"
"CrowdStrike Falcon Endpoint Protection","CrowdStrikeFalconS3CCPDefinition","CrowdStrike_User_Events_CL"
"CrowdStrike Falcon Endpoint Protection","CrowdstrikeReplicatorv2","ASimAuditEventLogs"
"CrowdStrike Falcon Endpoint Protection","CrowdstrikeReplicatorv2","ASimAuthenticationEventLogs"
"CrowdStrike Falcon Endpoint Protection","CrowdstrikeReplicatorv2","ASimAuthenticationEventLogs_CL"
"CrowdStrike Falcon Endpoint Protection","CrowdstrikeReplicatorv2","ASimDnsActivityLogs"
"CrowdStrike Falcon Endpoint Protection","CrowdstrikeReplicatorv2","ASimFileEventLogs"
"CrowdStrike Falcon Endpoint Protection","CrowdstrikeReplicatorv2","ASimFileEventLogs_CL"
"CrowdStrike Falcon Endpoint Protection","CrowdstrikeReplicatorv2","ASimNetworkSessionLogs"
"CrowdStrike Falcon Endpoint Protection","CrowdstrikeReplicatorv2","ASimProcessEventLogs"
"CrowdStrike Falcon Endpoint Protection","CrowdstrikeReplicatorv2","ASimProcessEventLogs_CL"
"CrowdStrike Falcon Endpoint Protection","CrowdstrikeReplicatorv2","ASimRegistryEventLogs"
"CrowdStrike Falcon Endpoint Protection","CrowdstrikeReplicatorv2","ASimRegistryEventLogs_CL"
"CrowdStrike Falcon Endpoint Protection","CrowdstrikeReplicatorv2","ASimUserManagementActivityLogs"
"CrowdStrike Falcon Endpoint Protection","CrowdstrikeReplicatorv2","ASimUserManagementLogs_CL"
"CrowdStrike Falcon Endpoint Protection","CrowdstrikeReplicatorv2","CrowdStrike_Additional_Events_CL"
"CrowdStrike Falcon Endpoint Protection","CrowdstrikeReplicatorv2","CrowdStrike_Secondary_Data_CL"
"CustomLogsAma","",""
"CustomLogsAma","CustomlogsviaAMA","ApacheHTTPServer_CL"
"CustomLogsAma","CustomlogsviaAMA","JBossEvent_CL"
"CustomLogsAma","CustomlogsviaAMA","JuniperIDP_CL"
"CustomLogsAma","CustomlogsviaAMA","MarkLogicAudit_CL"
"CustomLogsAma","CustomlogsviaAMA","MongoDBAudit_CL"
"CustomLogsAma","CustomlogsviaAMA","NGINX_CL"
"CustomLogsAma","CustomlogsviaAMA","OracleWebLogicServer_CL"
"CustomLogsAma","CustomlogsviaAMA","PostgreSQL_CL"
"CustomLogsAma","CustomlogsviaAMA","SecurityBridgeLogs_CL"
"CustomLogsAma","CustomlogsviaAMA","SquidProxy_CL"
"CustomLogsAma","CustomlogsviaAMA","Tomcat_CL"
"CustomLogsAma","CustomlogsviaAMA","Ubiquiti_CL"
"CustomLogsAma","CustomlogsviaAMA","VectraStream_CL"
"CustomLogsAma","CustomlogsviaAMA","ZPA_CL"
"CustomLogsAma","CustomlogsviaAMA","meraki_CL"
"CustomLogsAma","CustomlogsviaAMA","vcenter_CL"
"CyberArk Privilege Access Manager (PAM) Events","",""
"CyberArk Privilege Access Manager (PAM) Events","CyberArk","CommonSecurityLog"
"CyberArk Privilege Access Manager (PAM) Events","CyberArkAma","CommonSecurityLog"
"CyberArkAudit","",""
"CyberArkAudit","CyberArkAudit","CyberArk_AuditEvents_CL"
"CyberArkEPM","",""
"CyberArkEPM","CyberArkEPM","CyberArkEPM_CL"
"CybersecurityMaturityModelCertification(CMMC)2.0","",""
"Cybersixgill-Actionable-Alerts","",""
"Cybersixgill-Actionable-Alerts","CybersixgillActionableAlerts","CyberSixgill_Alerts_CL"
"Cyble Vision","",""
"Cyble Vision","CybleVisionAlerts","CybleVisionAlerts_CL"
"Cyborg Security HUNTER","",""
"Cyborg Security HUNTER","CyborgSecurity_HUNTER","SecurityEvent"
"CyeraDSPM","",""
"CyeraDSPM","CyeraDSPMCCF","CyeraAssets_CL"
"CyeraDSPM","CyeraDSPMCCF","CyeraAssets_MS_CL"
"CyeraDSPM","CyeraDSPMCCF","CyeraClassifications_CL"
"CyeraDSPM","CyeraDSPMCCF","CyeraIdentities_CL"
"CyeraDSPM","CyeraDSPMCCF","CyeraIssues_CL"
"CyeraDSPM","CyeraFunctionsConnector","CyeraAssets_CL"
"CyeraDSPM","CyeraFunctionsConnector","CyeraAssets_MS_CL"
"CyeraDSPM","CyeraFunctionsConnector","CyeraClassifications_CL"
"CyeraDSPM","CyeraFunctionsConnector","CyeraIdentities_CL"
"CyeraDSPM","CyeraFunctionsConnector","CyeraIssues_CL"
"Cyfirma Attack Surface","",""
"Cyfirma Attack Surface","CyfirmaAttackSurfaceAlertsConnector","CyfirmaASCertificatesAlerts_CL"
"Cyfirma Attack Surface","CyfirmaAttackSurfaceAlertsConnector","CyfirmaASCloudWeaknessAlerts_CL"
"Cyfirma Attack Surface","CyfirmaAttackSurfaceAlertsConnector","CyfirmaASConfigurationAlerts_CL"
"Cyfirma Attack Surface","CyfirmaAttackSurfaceAlertsConnector","CyfirmaASDomainIPReputationAlerts_CL"
"Cyfirma Attack Surface","CyfirmaAttackSurfaceAlertsConnector","CyfirmaASDomainIPVulnerabilityAlerts_CL"
"Cyfirma Attack Surface","CyfirmaAttackSurfaceAlertsConnector","CyfirmaASOpenPortsAlerts_CL"
"Cyfirma Brand Intelligence","",""
"Cyfirma Brand Intelligence","CyfirmaBrandIntelligenceAlertsDC","CyfirmaBIDomainITAssetAlerts_CL"
"Cyfirma Brand Intelligence","CyfirmaBrandIntelligenceAlertsDC","CyfirmaBIExecutivePeopleAlerts_CL"
"Cyfirma Brand Intelligence","CyfirmaBrandIntelligenceAlertsDC","CyfirmaBIMaliciousMobileAppsAlerts_CL"
"Cyfirma Brand Intelligence","CyfirmaBrandIntelligenceAlertsDC","CyfirmaBIProductSolutionAlerts_CL"
"Cyfirma Brand Intelligence","CyfirmaBrandIntelligenceAlertsDC","CyfirmaBISocialHandlersAlerts_CL"
"Cyfirma Compromised Accounts","",""
"Cyfirma Compromised Accounts","CyfirmaCompromisedAccountsDataConnector","CyfirmaCompromisedAccounts_CL"
"Cyfirma Cyber Intelligence","",""
"Cyfirma Cyber Intelligence","CyfirmaCyberIntelligenceDC","CyfirmaCampaigns_CL"
"Cyfirma Cyber Intelligence","CyfirmaCyberIntelligenceDC","CyfirmaIndicators_CL"
"Cyfirma Cyber Intelligence","CyfirmaCyberIntelligenceDC","CyfirmaMalware_CL"
"Cyfirma Cyber Intelligence","CyfirmaCyberIntelligenceDC","CyfirmaThreatActors_CL"
"Cyfirma Digital Risk","",""
"Cyfirma Digital Risk","CyfirmaDigitalRiskAlertsConnector","CyfirmaDBWMDarkWebAlerts_CL"
"Cyfirma Digital Risk","CyfirmaDigitalRiskAlertsConnector","CyfirmaDBWMPhishingAlerts_CL"
"Cyfirma Digital Risk","CyfirmaDigitalRiskAlertsConnector","CyfirmaDBWMRansomwareAlerts_CL"
"Cyfirma Digital Risk","CyfirmaDigitalRiskAlertsConnector","CyfirmaSPEConfidentialFilesAlerts_CL"
"Cyfirma Digital Risk","CyfirmaDigitalRiskAlertsConnector","CyfirmaSPEPIIAndCIIAlerts_CL"
"Cyfirma Digital Risk","CyfirmaDigitalRiskAlertsConnector","CyfirmaSPESocialThreatAlerts_CL"
"Cyfirma Digital Risk","CyfirmaDigitalRiskAlertsConnector","CyfirmaSPESourceCodeAlerts_CL"
"Cyfirma Vulnerabilities Intel","",""
"Cyfirma Vulnerabilities Intel","CyfirmaVulnerabilitiesIntelDC","CyfirmaVulnerabilities_CL"
"Cynerio","",""
"Cynerio","CynerioSecurityEvents","CynerioEvent_CL"
"Cyware","",""
"DEV-0537DetectionandHunting","",""
"DNS Essentials","",""
"DORA Compliance","",""
"Darktrace","",""
"Darktrace","DarktraceRESTConnector","darktrace_model_alerts_CL"
"Datalake2Sentinel","",""
"Datalake2Sentinel","Datalake2SentinelConnector","ThreatIntelligenceIndicator"
"Dataminr Pulse","",""
"Dataminr Pulse","DataminrPulseAlerts","DataminrPulse_Alerts_CL"
"Datawiza","",""
"Datawiza","DatawizaDapSolution","datawizaserveraccess_CL"
"Delinea Secret Server","",""
"Delinea Secret Server","DelineaSecretServerAma","CommonSecurityLog"
"Delinea Secret Server","DelineaSecretServer_CEF","CommonSecurityLog"
"Dev 0270 Detection and Hunting","",""
"Digital Guardian Data Loss Prevention","",""
"Digital Guardian Data Loss Prevention","DigitalGuardianDLP","Syslog"
"Digital Shadows","",""
"Digital Shadows","DigitalShadowsSearchlightAzureFunctions","DigitalShadows_CL"
"DomainTools","",""
"Doppel","",""
"Doppel","Doppel_DataConnector","DoppelTable_CL"
"Dragos","",""
"Dragos","DragosSitestoreCCP","DragosAlerts_CL"
"DruvaDataSecurityCloud","",""
"DruvaDataSecurityCloud","DruvaEventCCPDefinition","DruvaInsyncEvents_CL"
"DruvaDataSecurityCloud","DruvaEventCCPDefinition","DruvaPlatformEvents_CL"
"DruvaDataSecurityCloud","DruvaEventCCPDefinition","DruvaSecurityEvents_CL"
"Dynamics 365","",""
"Dynamics 365","Dynamics365","Dynamics365Activity"
"Dynatrace","",""
"Dynatrace","DynatraceAttacks","DynatraceAttacks_CL"
"Dynatrace","DynatraceAuditLogs","DynatraceAuditLogs_CL"
"Dynatrace","DynatraceProblems","DynatraceProblems_CL"
"Dynatrace","DynatraceRuntimeVulnerabilities","DynatraceSecurityProblems_CL"
"ESET Inspect","",""
"ESET Inspect","ESETInspect","ESETInspect_CL"
"ESET Protect Platform","",""
"ESET Protect Platform","ESETProtectPlatform","IntegrationTableIncidents_CL"
"ESET Protect Platform","ESETProtectPlatform","IntegrationTable_CL"
"ESETPROTECT","",""
"ESETPROTECT","ESETPROTECT","Syslog"
"EatonForeseer","",""
"EclecticIQ","",""
"Egress Defend","",""
"Egress Defend","EgressDefendPolling","EgressDefend_CL"
"Egress Iris","",""
"Egress Iris","EgressSiemPolling","EgressDefend_CL"
"Egress Iris","EgressSiemPolling","EgressEvents_CL"
"Elastic Search","",""
"ElasticAgent","",""
"ElasticAgent","ElasticAgent","ElasticAgentLogs_CL"
"Endace","",""
"Endpoint Threat Protection Essentials","",""
"Entrust identity as Service","",""
"Ermes Browser Security","",""
"Ermes Browser Security","ErmesBrowserSecurityEvents","ErmesBrowserSecurityEvents_CL"
"Eset Security Management Center","",""
"Eset Security Management Center","EsetSMC","eset_CL"
"Exabeam Advanced Analytics","",""
"Exabeam Advanced Analytics","Exabeam","Syslog"
"ExtraHop","",""
"ExtraHop","ExtraHop","ExtraHop_Detections_CL"
"ExtraHop Reveal(x)","",""
"ExtraHop Reveal(x)","ExtraHopNetworks","CommonSecurityLog"
"ExtraHop Reveal(x)","ExtraHopNetworksAma","CommonSecurityLog"
"F5 Big-IP","",""
"F5 Big-IP","F5BigIp","F5Telemetry_ASM_CL"
"F5 Big-IP","F5BigIp","F5Telemetry_LTM_CL"
"F5 Big-IP","F5BigIp","F5Telemetry_system_CL"
"F5 Networks","",""
"F5 Networks","F5","CommonSecurityLog"
"F5 Networks","F5Ama","CommonSecurityLog"
"FalconFriday","",""
"Farsight DNSDB","",""
"Feedly","",""
"Feedly","Feedly","feedly_indicators_CL"
"FireEye Network Security","",""
"FireEye Network Security","FireEyeNX","CommonSecurityLog"
"FireEye Network Security","FireEyeNXAma","CommonSecurityLog"
"Flare","",""
"Flare","Flare","Firework_CL"
"Forcepoint CASB","",""
"Forcepoint CASB","ForcepointCasb","CommonSecurityLog"
"Forcepoint CASB","ForcepointCasbAma","CommonSecurityLog"
"Forcepoint CSG","",""
"Forcepoint CSG","ForcepointCSG","CommonSecurityLog"
"Forcepoint CSG","ForcepointCSGAma","CommonSecurityLog"
"Forcepoint DLP","",""
"Forcepoint DLP","Forcepoint_DLP","ForcepointDLPEvents_CL"
"Forcepoint NGFW","",""
"Forcepoint NGFW","ForcepointNgfw","CommonSecurityLog"
"Forcepoint NGFW","ForcepointNgfwAma","CommonSecurityLog"
"Forescout (Legacy)","",""
"Forescout (Legacy)","Forescout","Syslog"
"Forescout eyeInspect for OT Security","",""
"Forescout eyeInspect for OT Security","Forescout_eyeInspect_for_OT_Security","ForescoutOtAlert_CL"
"Forescout eyeInspect for OT Security","Forescout_eyeInspect_for_OT_Security","ForescoutOtAsset_CL"
"ForescoutHostPropertyMonitor","",""
"ForescoutHostPropertyMonitor","ForescoutHostPropertyMonitor","ForescoutComplianceStatus_CL"
"ForescoutHostPropertyMonitor","ForescoutHostPropertyMonitor","ForescoutHostProperties_CL"
"ForescoutHostPropertyMonitor","ForescoutHostPropertyMonitor","ForescoutPolicyStatus_CL"
"ForgeRock Common Audit for CEF","",""
"ForgeRock Common Audit for CEF","ForgeRock","CommonSecurityLog"
"Fortinet FortiGate Next-Generation Firewall connector for Microsoft Sentinel","",""
"Fortinet FortiGate Next-Generation Firewall connector for Microsoft Sentinel","Fortinet","CommonSecurityLog"
"Fortinet FortiGate Next-Generation Firewall connector for Microsoft Sentinel","FortinetAma","CommonSecurityLog"
"Fortinet FortiNDR Cloud","",""
"Fortinet FortiNDR Cloud","FortinetFortiNdrCloudDataConnector","FncEventsDetections_CL"
"Fortinet FortiNDR Cloud","FortinetFortiNdrCloudDataConnector","FncEventsObservation_CL"
"Fortinet FortiNDR Cloud","FortinetFortiNdrCloudDataConnector","FncEventsSuricata_CL"
"Fortinet FortiWeb Cloud WAF-as-a-Service connector for Microsoft Sentinel","",""
"Fortinet FortiWeb Cloud WAF-as-a-Service connector for Microsoft Sentinel","FortinetFortiWeb","CommonSecurityLog"
"Fortinet FortiWeb Cloud WAF-as-a-Service connector for Microsoft Sentinel","FortinetFortiWebAma","CommonSecurityLog"
"GDPR Compliance & Data Security","",""
"Garrison ULTRA","",""
"Garrison ULTRA","GarrisonULTRARemoteLogs","Garrison_ULTRARemoteLogs_CL"
"Gigamon Connector","",""
"Gigamon Connector","GigamonDataConnector","Gigamon_CL"
"GitHub","",""
"GitHub","GitHubAuditDefinitionV2","GitHubAuditLogsV2_CL"
"GitHub","GitHubEcAuditLogPolling","GitHubAuditLogPolling_CL"
"GitHub","GitHubEcAuditLogPolling","GitHubAuditLogsV2_CL"
"GitHub","GitHubEcAuditLogPolling","ImpactedUser"
"GitHub","GitHubWebhook","githubscanaudit_CL"
"GitLab","",""
"GitLab","GitLab","Syslog"
"Global Secure Access","",""
"Google Apigee","",""
"Google Apigee","ApigeeXDataConnector","ApigeeX_CL"
"Google Apigee","GoogleApigeeXLogsCCPDefinition","GCPApigee"
"Google Cloud Platform Audit Logs","",""
"Google Cloud Platform Audit Logs","GCPAuditLogsDefinition","GCPAuditLogs"
"Google Cloud Platform Audit Logs","GCPPub/SubAuditLogs","GCPAuditLogs"
"Google Cloud Platform BigQuery","",""
"Google Cloud Platform Cloud Monitoring","",""
"Google Cloud Platform Cloud Monitoring","GCPMonitorCCPDefinition","GCPMonitoring"
"Google Cloud Platform Cloud Monitoring","GCPMonitorDataConnector","GCP_MONITORING_CL"
"Google Cloud Platform Cloud Run","",""
"Google Cloud Platform Cloud Run","GCPCloudRunLogs_ConnectorDefinition","GCPCloudRun"
"Google Cloud Platform Compute Engine","",""
"Google Cloud Platform Compute Engine","GCPComputeEngineLogsCCPDefinition","GCPComputeEngine"
"Google Cloud Platform Firewall Logs","",""
"Google Cloud Platform Firewall Logs","GCPFirewallLogsCCPDefinition","GCPFirewallLogs"
"Google Cloud Platform Load Balancer Logs","",""
"Google Cloud Platform Load Balancer Logs","GCPFLoadBalancerLogsCCPDefinition","GCPLoadBalancerLogs_CL"
"Google Cloud Platform Security Command Center","",""
"Google Cloud Platform Security Command Center","GoogleSCCDefinition","GoogleCloudSCC"
"Google Cloud Platform VPC Flow Logs","",""
"Google Cloud Platform VPC Flow Logs","GCPVPCFlowLogsCCPDefinition","GCPVPCFlow"
"Google Kubernetes Engine","",""
"Google Kubernetes Engine","GKECCPDefinition","GKEAPIServer"
"Google Kubernetes Engine","GKECCPDefinition","GKEApplication"
"Google Kubernetes Engine","GKECCPDefinition","GKEAudit"
"Google Kubernetes Engine","GKECCPDefinition","GKEControllerManager"
"Google Kubernetes Engine","GKECCPDefinition","GKEHPADecision"
"Google Kubernetes Engine","GKECCPDefinition","GKEScheduler"
"Google Threat Intelligence","",""
"GoogleCloudPlatformCDN","",""
"GoogleCloudPlatformCDN","GCPCDNLogsCCPDefinition","GCPCDN"
"GoogleCloudPlatformDNS","",""
"GoogleCloudPlatformDNS","GCPDNSDataConnector","GCP_DNS_CL"
"GoogleCloudPlatformDNS","GCPDNSLogsCCPDefinition","GCPDNS"
"GoogleCloudPlatformIAM","",""
"GoogleCloudPlatformIAM","GCPIAMCCPDefinition","GCPIAM"
"GoogleCloudPlatformIAM","GCPIAMDataConnector","GCP_IAM_CL"
"GoogleCloudPlatformIDS","",""
"GoogleCloudPlatformIDS","GCPCLOUDIDSLogsCCPDefinition","GCPIDS"
"GoogleCloudPlatformNAT","",""
"GoogleCloudPlatformNAT","GCPNATLogsCCPDefinition","GCPNAT"
"GoogleCloudPlatformNAT","GCPNATLogsCCPDefinition","GCPNATAudit"
"GoogleCloudPlatformResourceManager","",""
"GoogleCloudPlatformResourceManager","GCPResourceManagerLogsCCFDefinition","GCPResourceManager"
"GoogleCloudPlatformSQL","",""
"GoogleCloudPlatformSQL","GCPCloudSQLCCFDefinition","GCPCloudSQL"
"GoogleDirectory","",""
"GoogleWorkspaceReports","",""
"GoogleWorkspaceReports","GoogleWorkspaceCCPDefinition","GoogleWorkspaceReports"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_access_transparency_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_admin_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_calendar_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_chat_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_chrome_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_context_aware_access_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_data_studio_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_drive_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_gcp_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_gplus_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_groups_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_groups_enterprise_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_jamboard_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_keep_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_login_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_meet_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_mobile_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_rules_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_saml_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_token_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GWorkspace_ReportsAPI_user_accounts_CL"
"GoogleWorkspaceReports","GoogleWorkspaceReportsAPI","GoogleWorkspaceReports_CL"
"GreyNoiseThreatIntelligence","",""
"GreyNoiseThreatIntelligence","GreyNoise2SentinelAPI","ThreatIntelligenceIndicator"
"Group-IB","",""
"HIPAA Compliance","",""
"HYAS","",""
"HYAS Protect","",""
"HYAS Protect","HYASProtect","HYASProtectDnsSecurityLogs_CL"
"Halcyon","",""
"Halcyon","HalcyonPush","HalcyonAuthenticationEvents_CL"
"Halcyon","HalcyonPush","HalcyonDnsActivity_CL"
"Halcyon","HalcyonPush","HalcyonFileActivity_CL"
"Halcyon","HalcyonPush","HalcyonNetworkSession_CL"
"Halcyon","HalcyonPush","HalcyonProcessEvent_CL"
"HolmSecurity","",""
"HolmSecurity","HolmSecurityAssets","net_assets_CL"
"HolmSecurity","HolmSecurityAssets","web_assets_CL"
"HoneyTokens","",""
"IONIX","",""
"IONIX","CyberpionSecurityLogs","CyberpionActionItems_CL"
"IPQualityScore","",""
"IPinfo","",""
"IPinfo","IPinfoASNDataConnector","Ipinfo_ASN_CL"
"IPinfo","IPinfoAbuseDataConnector","Ipinfo_Abuse_CL"
"IPinfo","IPinfoCarrierDataConnector","Ipinfo_Carrier_CL"
"IPinfo","IPinfoCompanyDataConnector","Ipinfo_Company_CL"
"IPinfo","IPinfoCountryDataConnector","Ipinfo_Country_CL"
"IPinfo","IPinfoDomainDataConnector","Ipinfo_Domain_CL"
"IPinfo","IPinfoIplocationDataConnector","Ipinfo_Location_CL"
"IPinfo","IPinfoIplocationExtendedDataConnector","Ipinfo_Location_extended_CL"
"IPinfo","IPinfoPrivacyDataConnector","Ipinfo_Privacy_CL"
"IPinfo","IPinfoPrivacyExtendedDataConnector","Ipinfo_Privacy_extended_CL"
"IPinfo","IPinfoRIRWHOISDataConnector","Ipinfo_RIRWHOIS_CL"
"IPinfo","IPinfoRWHOISDataConnector","Ipinfo_RWHOIS_CL"
"IPinfo","IPinfoWHOISASNDataConnector","Ipinfo_WHOIS_ASN_CL"
"IPinfo","IPinfoWHOISMNTDataConnector","Ipinfo_WHOIS_MNT_CL"
"IPinfo","IPinfoWHOISNETDataConnector","Ipinfo_WHOIS_NET_CL"
"IPinfo","IPinfoWHOISORGDataConnector","Ipinfo_WHOIS_ORG_CL"
"IPinfo","IPinfoWHOISPOCDataConnector","Ipinfo_WHOIS_POC_CL"
"ISC Bind","",""
"ISC Bind","ISCBind","Syslog"
"Illumio Core","",""
"Illumio Core","IllumioCore","CommonSecurityLog"
"Illumio Core","IllumioCoreAma","CommonSecurityLog"
"Illumio Insight","",""
"Illumio Insight","IllumioInsightsDefinition","IllumioInsights_CL"
"Illumio Insight","IllumioInsightsSummaryCCP","IllumioInsightsSummary_CL"
"IllumioSaaS","",""
"IllumioSaaS","IllumioSaaSDataConnector","Illumio_Auditable_Events_CL"
"IllumioSaaS","IllumioSaaSDataConnector","Illumio_Flow_Events_CL"
"IllumioSaaS","IllumioSaasCCFDefinition","IllumioFlowEventsV2_CL"
"Illusive Active Defense","",""
"Illusive Platform","",""
"Illusive Platform","illusiveAttackManagementSystem","CommonSecurityLog"
"Illusive Platform","illusiveAttackManagementSystemAma","CommonSecurityLog"
"Imperva WAF Gateway","",""
"Imperva WAF Gateway","ImpervaWAFGateway","CommonSecurityLog"
"ImpervaCloudWAF","",""
"ImpervaCloudWAF","ImpervaCloudWAFLogsCCFDefinition","ImpervaWAFCloudV2_CL"
"ImpervaCloudWAF","ImpervaWAFCloudAPI","ImpervaWAFCloudV2_CL"
"ImpervaCloudWAF","ImpervaWAFCloudAPI","ImpervaWAFCloud_CL"
"Infoblox","",""
"Infoblox","InfobloxCloudDataConnectorAma","CommonSecurityLog"
"Infoblox","InfobloxDataConnector","Failed_Range_To_Ingest_CL"
"Infoblox","InfobloxDataConnector","Infoblox_Failed_Indicators_CL"
"Infoblox","InfobloxDataConnector","dossier_atp_CL"
"Infoblox","InfobloxDataConnector","dossier_atp_threat_CL"
"Infoblox","InfobloxDataConnector","dossier_dns_CL"
"Infoblox","InfobloxDataConnector","dossier_geo_CL"
"Infoblox","InfobloxDataConnector","dossier_infoblox_web_cat_CL"
"Infoblox","InfobloxDataConnector","dossier_inforank_CL"
"Infoblox","InfobloxDataConnector","dossier_malware_analysis_v3_CL"
"Infoblox","InfobloxDataConnector","dossier_nameserver_CL"
"Infoblox","InfobloxDataConnector","dossier_nameserver_matches_CL"
"Infoblox","InfobloxDataConnector","dossier_ptr_CL"
"Infoblox","InfobloxDataConnector","dossier_rpz_feeds_CL"
"Infoblox","InfobloxDataConnector","dossier_rpz_feeds_records_CL"
"Infoblox","InfobloxDataConnector","dossier_threat_actor_CL"
"Infoblox","InfobloxDataConnector","dossier_tld_risk_CL"
"Infoblox","InfobloxDataConnector","dossier_whitelist_CL"
"Infoblox","InfobloxDataConnector","dossier_whois_CL"
"Infoblox","InfobloxSOCInsightsDataConnector_AMA","CommonSecurityLog"
"Infoblox","InfobloxSOCInsightsDataConnector_API","InfobloxInsight_CL"
"Infoblox","InfobloxSOCInsightsDataConnector_Legacy","CommonSecurityLog"
"Infoblox Cloud Data Connector","",""
"Infoblox Cloud Data Connector","InfobloxCloudDataConnector","CommonSecurityLog"
"Infoblox Cloud Data Connector","InfobloxCloudDataConnectorAma","CommonSecurityLog"
"Infoblox NIOS","",""
"Infoblox NIOS","InfobloxNIOS","Syslog"
"Infoblox SOC Insights","",""
"Infoblox SOC Insights","InfobloxSOCInsightsDataConnector_AMA","CommonSecurityLog"
"Infoblox SOC Insights","InfobloxSOCInsightsDataConnector_API","InfobloxInsight_CL"
"Infoblox SOC Insights","InfobloxSOCInsightsDataConnector_Legacy","CommonSecurityLog"
"InsightVM","",""
"Integration for Atlassian Beacon","",""
"Integration for Atlassian Beacon","AtlassianBeaconAlerts","atlassian_beacon_alerts_CL"
"Intel471","",""
"IoTOTThreatMonitoringwithDefenderforIoT","IoT","SecurityAlert"
"IronNet IronDefense","",""
"IronNet IronDefense","IronNetIronDefense","CommonSecurityLog"
"Island","",""
"Island","Island_Admin_Polling","Island_Admin_CL"
"Island","Island_User_Polling","Island_User_CL"
"Ivanti Unified Endpoint Management","",""
"Ivanti Unified Endpoint Management","IvantiUEM","Syslog"
"JBoss","",""
"JBoss","JBossEAP","JBossLogs_CL"
"Jamf Protect","",""
"Jamf Protect","JamfProtectPush","jamfprotectalerts_CL"
"Jamf Protect","JamfProtectPush","jamfprotecttelemetryv2_CL"
"Jamf Protect","JamfProtectPush","jamfprotectunifiedlogs_CL"
"Joshua-Cyberiskvision","",""
"Juniper SRX","",""
"Juniper SRX","JuniperSRX","ASimSourceType"
"Juniper SRX","JuniperSRX","Syslog"
"JuniperIDP","",""
"JuniperIDP","JuniperIDP","JuniperIDP_CL"
"KQL Training","",""
