"solution_name","connector_id","table_name"
"Snowflake","SnowflakeLogsCCPDefinition","SnowflakeTables_CL"
"Snowflake","SnowflakeLogsCCPDefinition","SnowflakeUserGrant_CL"
"Snowflake","SnowflakeLogsCCPDefinition","SnowflakeUsers_CL"
"SonicWall Firewall","",""
"SonicWall Firewall","SonicWallFirewall","CommonSecurityLog"
"SonicWall Firewall","SonicWallFirewallAma","CommonSecurityLog"
"SonraiSecurity","",""
"SonraiSecurity","SonraiDataConnector","Sonrai_Tickets_CL"
"Sophos Cloud Optix","",""
"Sophos Cloud Optix","SophosCloudOptix","SophosCloudOptix_CL"
"Sophos Endpoint Protection","",""
"Sophos Endpoint Protection","SophosEP","SophosEP_CL"
"Sophos Endpoint Protection","SophosEndpointProtectionCCPDefinition","SophosEPAlerts_CL"
"Sophos Endpoint Protection","SophosEndpointProtectionCCPDefinition","SophosEPEvents_CL"
"Sophos XG Firewall","",""
"Sophos XG Firewall","SophosXGFirewall","ASimSourceType"
"Sophos XG Firewall","SophosXGFirewall","Syslog"
"SpyCloud Enterprise Protection","",""
"Squadra Technologies SecRmm","",""
"Squadra Technologies SecRmm","SquadraTechnologiesSecRMM","secRMM_CL"
"SquidProxy","",""
"SquidProxy","SquidProxy","SquidProxy_CL"
"Styx Intelligence","",""
"Styx Intelligence","StyxViewEndpointConnectorDefinition","StyxViewAlerts_CL"
"Symantec Endpoint Protection","",""
"Symantec Endpoint Protection","SymantecEndpointProtection","ASimSourceType"
"Symantec Endpoint Protection","SymantecEndpointProtection","Syslog"
"Symantec Integrated Cyber Defense","",""
"Symantec Integrated Cyber Defense","Symantec","SymantecICDx_CL"
"Symantec VIP","",""
"Symantec VIP","SymantecVIP","ASimSourceType"
"Symantec VIP","SymantecVIP","Syslog"
"SymantecProxySG","",""
"SymantecProxySG","SymantecProxySG","ASimSourceType"
"SymantecProxySG","SymantecProxySG","Syslog"
"Synack","",""
"Syslog","",""
"Syslog","Syslog","Syslog"
"Syslog","SyslogAma","Syslog"
"Talon","",""
"Talon","TalonLogs","Talon_CL"
"Tanium","",""
"Team Cymru Scout","",""
"Team Cymru Scout","TeamCymruScout","Cymru_Scout_Account_Usage_Data_CL"
"Team Cymru Scout","TeamCymruScout","Cymru_Scout_Domain_Data_CL"
"Team Cymru Scout","TeamCymruScout","Cymru_Scout_IP_Data_Communications_CL"
"Team Cymru Scout","TeamCymruScout","Cymru_Scout_IP_Data_Details_CL"
"Team Cymru Scout","TeamCymruScout","Cymru_Scout_IP_Data_Fingerprints_CL"
"Team Cymru Scout","TeamCymruScout","Cymru_Scout_IP_Data_Foundation_CL"
"Team Cymru Scout","TeamCymruScout","Cymru_Scout_IP_Data_OpenPorts_CL"
"Team Cymru Scout","TeamCymruScout","Cymru_Scout_IP_Data_PDNS_CL"
"Team Cymru Scout","TeamCymruScout","Cymru_Scout_IP_Data_Summary_Certs_CL"
"Team Cymru Scout","TeamCymruScout","Cymru_Scout_IP_Data_Summary_Details_CL"
"Team Cymru Scout","TeamCymruScout","Cymru_Scout_IP_Data_Summary_Fingerprints_CL"
"Team Cymru Scout","TeamCymruScout","Cymru_Scout_IP_Data_Summary_OpenPorts_CL"
"Team Cymru Scout","TeamCymruScout","Cymru_Scout_IP_Data_Summary_PDNS_CL"
"Team Cymru Scout","TeamCymruScout","Cymru_Scout_IP_Data_x509_CL"
"Teams","",""
"Tenable App","",""
"Tenable App","TenableIE","AlsidForADLog_CL"
"Tenable App","TenableIE","Tenable_IE_CL"
"Tenable App","TenableIE","USAGE"
"Tenable App","TenableIE","alert"
"Tenable App","TenableVM","Tenable_VM_Asset_CL"
"Tenable App","TenableVM","Tenable_VM_Compliance_CL"
"Tenable App","TenableVM","Tenable_VM_Vuln_CL"
"Tenable App","TenableVM","Tenable_WAS_Asset_CL"
"Tenable App","TenableVM","Tenable_WAS_Vuln_CL"
"TenableAD","",""
"TenableAD","Tenable.ad","AlsidForADLog_CL"
"TenableAD","Tenable.ad","Tenable_ad_CL"
"TenableAD","Tenable.ad","USAGE"
"TenableAD","Tenable.ad","alert"
"TenableIO","",""
"TenableIO","TenableIOAPI","Tenable_IO_Assets_CL"
"TenableIO","TenableIOAPI","Tenable_IO_Vuln_CL"
"TestSolution","",""
"TheHive","",""
"TheHive","TheHiveProjectTheHive","TheHive_CL"
"Theom","",""
"Theom","Theom","TheomAlerts_CL"
"Threat Intelligence","",""
"Threat Intelligence","MicrosoftDefenderThreatIntelligence","ThreatIntelligenceIndicator"
"Threat Intelligence","PremiumMicrosoftDefenderForThreatIntelligence","ThreatIntelligenceIndicator"
"Threat Intelligence","ThreatIntelligence","CommonSecurityLog"
"Threat Intelligence","ThreatIntelligence","ThreatIntelligenceIndicator"
"Threat Intelligence","ThreatIntelligenceTaxii","ThreatIntelligenceIndicator"
"Threat Intelligence","ThreatIntelligenceUploadIndicatorsAPI","ThreatIntelligenceIndicator"
"Threat Intelligence (NEW)","",""
"Threat Intelligence (NEW)","MicrosoftDefenderThreatIntelligence","ThreatIntelIndicators"
"Threat Intelligence (NEW)","MicrosoftDefenderThreatIntelligence","ThreatIntelObjects"
"Threat Intelligence (NEW)","PremiumMicrosoftDefenderForThreatIntelligence","ThreatIntelIndicators"
"Threat Intelligence (NEW)","PremiumMicrosoftDefenderForThreatIntelligence","ThreatIntelObjects"
"Threat Intelligence (NEW)","ThreatIntelligence","CommonSecurityLog"
"Threat Intelligence (NEW)","ThreatIntelligence","ThreatIntelIndicators"
"Threat Intelligence (NEW)","ThreatIntelligence","ThreatIntelObjects"
"Threat Intelligence (NEW)","ThreatIntelligenceTaxii","ThreatIntelIndicators"
"Threat Intelligence (NEW)","ThreatIntelligenceTaxii","ThreatIntelObjects"
"Threat Intelligence (NEW)","ThreatIntelligenceTaxiiExport","ThreatIntelExportOperation"
"Threat Intelligence (NEW)","ThreatIntelligenceUploadIndicatorsAPI","ThreatIntelIndicators"
"Threat Intelligence (NEW)","ThreatIntelligenceUploadIndicatorsAPI","ThreatIntelObjects"
"Threat Intelligence Solution for Azure Government","",""
"ThreatAnalysis&Response","",""
"ThreatConnect","",""
"ThreatXCloud","",""
"Tomcat","",""
"Tomcat","ApacheTomcat","Tomcat_CL"
"Torq","",""
"TransmitSecurity","",""
"TransmitSecurity","TransmitSecurity","TransmitSecurityActivity_CL"
"Trend Micro Apex One","",""
"Trend Micro Apex One","TrendMicroApexOne","CommonSecurityLog"
"Trend Micro Apex One","TrendMicroApexOneAma","CommonSecurityLog"
"Trend Micro Cloud App Security","",""
"Trend Micro Cloud App Security","TrendMicroCAS","TrendMicroCAS_CL"
"Trend Micro Deep Security","",""
"Trend Micro Deep Security","TrendMicro","CommonSecurityLog"
"Trend Micro TippingPoint","",""
"Trend Micro TippingPoint","TrendMicroTippingPoint","CommonSecurityLog"
"Trend Micro Vision One","",""
"Trend Micro Vision One","TrendMicroXDR","TrendMicro_XDR_OAT_CL"
"Trend Micro Vision One","TrendMicroXDR","TrendMicro_XDR_RCA_Result_CL"
"Trend Micro Vision One","TrendMicroXDR","TrendMicro_XDR_RCA_Task_CL"
"Trend Micro Vision One","TrendMicroXDR","TrendMicro_XDR_WORKBENCH_CL"
"Tropico","",""
"Tropico","TropicoAlertsDefinition","Tropico_Alerts_CL"
"Tropico","TropicoEventsDefinition","Tropico_Events_CL"
"Tropico","TropicoIncidentsDefinition","Tropico_Incidents_CL"
"UEBA Essentials","",""
"URLhaus","",""
"Ubiquiti UniFi","",""
"Ubiquiti UniFi","UbiquitiUnifi","Ubiquiti_CL"
"VMRay","",""
"VMRay","VMRay","ThreatIntelligenceIndicator"
"VMWareESXi","",""
"VMWareESXi","VMwareESXi","ASimSourceType"
"VMWareESXi","VMwareESXi","Syslog"
"VMware Carbon Black Cloud","",""
"VMware Carbon Black Cloud","VMwareCarbonBlack","CarbonBlackAuditLogs_CL"
"VMware Carbon Black Cloud","VMwareCarbonBlack","CarbonBlackEvents_CL"
"VMware Carbon Black Cloud","VMwareCarbonBlack","CarbonBlackNotifications_CL"
"VMware Carbon Black Cloud","carbonBlackAWSS3","ASimAuthenticationEventLogs"
"VMware Carbon Black Cloud","carbonBlackAWSS3","ASimFileEventLogs"
"VMware Carbon Black Cloud","carbonBlackAWSS3","ASimNetworkSessionLogs"
"VMware Carbon Black Cloud","carbonBlackAWSS3","ASimProcessEventLogs"
"VMware Carbon Black Cloud","carbonBlackAWSS3","ASimRegistryEventLogs"
"VMware Carbon Black Cloud","carbonBlackAWSS3","CarbonBlack_Alerts_CL"
"VMware Carbon Black Cloud","carbonBlackAWSS3","CarbonBlack_Watchlist_CL"
"VMware SASE","",""
"VMware SASE","VMwareSDWAN","VMware_CWS_DLPLogs_CL"
"VMware SASE","VMwareSDWAN","VMware_CWS_Health_CL"
"VMware SASE","VMwareSDWAN","VMware_CWS_Weblogs_CL"
"VMware SASE","VMwareSDWAN","VMware_VECO_EventLogs_CL"
"VMware vCenter","",""
"VMware vCenter","VMwarevCenter","vcenter_CL"
"Valence Security","",""
"Valence Security","ValenceSecurity","ValenceAlert_CL"
"Varonis Purview","",""
"Varonis Purview","VaronisPurviewPush","varonisresources_CL"
"VaronisSaaS","",""
"VaronisSaaS","VaronisSaaS","VaronisAlerts_CL"
"Vectra AI Detect","",""
"Vectra AI Detect","AIVectraDetect","CommonSecurityLog"
"Vectra AI Detect","AIVectraDetectAma","CommonSecurityLog"
"Vectra AI Stream","",""
"Vectra AI Stream","AIVectraStream","VectraStream_CL"
"Vectra AI Stream","VectraStreamAma","vectra_beacon_CL"
"Vectra AI Stream","VectraStreamAma","vectra_dcerpc_CL"
"Vectra AI Stream","VectraStreamAma","vectra_dhcp_CL"
"Vectra AI Stream","VectraStreamAma","vectra_dns_CL"
"Vectra AI Stream","VectraStreamAma","vectra_http_CL"
"Vectra AI Stream","VectraStreamAma","vectra_isession_CL"
"Vectra AI Stream","VectraStreamAma","vectra_kerberos_CL"
"Vectra AI Stream","VectraStreamAma","vectra_ldap_CL"
"Vectra AI Stream","VectraStreamAma","vectra_ntlm_CL"
"Vectra AI Stream","VectraStreamAma","vectra_radius_CL"
"Vectra AI Stream","VectraStreamAma","vectra_rdp_CL"
"Vectra AI Stream","VectraStreamAma","vectra_smbfiles_CL"
"Vectra AI Stream","VectraStreamAma","vectra_smbmapping_CL"
"Vectra AI Stream","VectraStreamAma","vectra_smtp_CL"
"Vectra AI Stream","VectraStreamAma","vectra_ssh_CL"
"Vectra AI Stream","VectraStreamAma","vectra_ssl_CL"
"Vectra AI Stream","VectraStreamAma","vectra_x509_CL"
"Vectra XDR","",""
"Vectra XDR","VectraXDR","Audits_Data_CL"
"Vectra XDR","VectraXDR","Detections_Data_CL"
"Vectra XDR","VectraXDR","Entities_Data_CL"
"Vectra XDR","VectraXDR","Entity_Scoring_Data_CL"
"Vectra XDR","VectraXDR","Health_Data_CL"
"Vectra XDR","VectraXDR","Lockdown_Data_CL"
"Veeam","",""
"Veeam","VeeamCustomTablesDataConnector","VeeamAuthorizationEvents_CL"
"Veeam","VeeamCustomTablesDataConnector","VeeamCovewareFindings_CL"
"Veeam","VeeamCustomTablesDataConnector","VeeamMalwareEvents_CL"
"Veeam","VeeamCustomTablesDataConnector","VeeamOneTriggeredAlarms_CL"
"Veeam","VeeamCustomTablesDataConnector","VeeamSecurityComplianceAnalyzer_CL"
"Veeam","VeeamCustomTablesDataConnector","VeeamSessions_CL"
"Veritas NetBackup","",""
"VersasecCMS","",""
"VersasecCMS","VersasecCmsCCPDefinition","VersasecCmsErrorLogs_CL"
"VersasecCMS","VersasecCmsCCPDefinition","VersasecCmsSysLogs_CL"
"VirtualMetric DataStream","",""
"VirtualMetric DataStream","VirtualMetricDirectorProxy","CommonSecurityLog"
"VirtualMetric DataStream","VirtualMetricMSSentinelConnector","CommonSecurityLog"
"VirtualMetric DataStream","VirtualMetricMSSentinelDataLakeConnector","CommonSecurityLog"
"VirusTotal","",""
"Votiro","",""
"Votiro","Votiro","CommonSecurityLog"
"Watchguard Firebox","",""
"Watchguard Firebox","WatchguardFirebox","Syslog"
"Watchlists Utilities","",""
"Web Session Essentials","",""
"Web Shells Threat Protection","",""
"Windows Firewall","",""
"Windows Firewall","WindowsFirewall","WindowsFirewall"
"Windows Firewall","WindowsFirewallAma","ASimNetworkSessionLogs"
"Windows Forwarded Events","",""
"Windows Forwarded Events","WindowsForwardedEvents","WindowsEvent"
"Windows Security Events","",""
"Windows Security Events","SecurityEvents","SecurityEvent"
"Windows Security Events","WindowsSecurityEvents","SecurityEvent"
"Windows Server DNS","",""
"Windows Server DNS","ASimDnsActivityLogs","ASimDnsActivityLogs"
"Windows Server DNS","DNS","DnsEvents"
"Windows Server DNS","DNS","DnsInventory"
"WireX Network Forensics Platform","",""
"WireX Network Forensics Platform","WireX_Systems_NFP","CommonSecurityLog"
"WireX Network Forensics Platform","WireX_Systems_NFPAma","CommonSecurityLog"
"WithSecureElementsViaConnector","",""
"WithSecureElementsViaConnector","WithSecureElementsViaConnector","CommonSecurityLog"
"WithSecureElementsViaFunction","",""
"WithSecureElementsViaFunction","WithSecureElementsViaFunction","WsSecurityEvents_CL"
"Wiz","",""
"Wiz","Wiz","WizAuditLogsV2_CL"
"Wiz","Wiz","WizAuditLogs_CL"
"Wiz","Wiz","WizIssuesV2_CL"
"Wiz","Wiz","WizIssues_CL"
"Wiz","Wiz","WizVulnerabilitiesV2_CL"
"Wiz","Wiz","WizVulnerabilities_CL"
"Workday","",""
"Workday","WorkdayCCPDefinition","ASimAuditEventLogs"
"Workplace from Facebook","",""
"Workplace from Facebook","WorkplaceFacebook","Workplace_Facebook_CL"
"ZeroFox","",""
"ZeroFox","ZeroFoxAlertsDefinition","ZeroFoxAlertPoller_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_C2_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_advanced_dark_web_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_botnet_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_breaches_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_compromised_credentials_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_credit_cards_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_dark_web_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_discord_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_disruption_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_email_addresses_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_exploits_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_irc_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_malware_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_national_ids_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_phishing_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_phone_numbers_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_ransomware_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_telegram_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_threat_actors_CL"
"ZeroFox","ZeroFoxCTIDataConnector","ZeroFox_CTI_vulnerabilities_CL"
"ZeroNetworks","",""
"ZeroNetworks","ZeroNetworksSegmentAuditNativePoller","ZNSegmentAuditNativePoller_CL"
"ZeroTrust(TIC3.0)","",""
"Zimperium Mobile Threat Defense","",""
"Zimperium Mobile Threat Defense","ZimperiumMtdAlerts","ZimperiumMitigationLog_CL"
"Zimperium Mobile Threat Defense","ZimperiumMtdAlerts","ZimperiumThreatLog_CL"
"Zinc Open Source","",""
"ZoomReports","",""
"ZoomReports","Zoom","Zoom_CL"
"Zscaler Internet Access","",""
"Zscaler Internet Access","Zscaler","CommonSecurityLog"
"Zscaler Internet Access","ZscalerAma","CommonSecurityLog"
"Zscaler Private Access (ZPA)","",""
"Zscaler Private Access (ZPA)","ZscalerPrivateAccess","ZPA_CL"
"archTIS","",""
"iboss","",""
"iboss","iboss","CommonSecurityLog"
"iboss","ibossAma","CommonSecurityLog"
"vArmour Application Controller","",""
"vArmour Application Controller","vArmourAC","CommonSecurityLog"
"vArmour Application Controller","vArmourACAma","CommonSecurityLog"
